Permissionaria;Autos;TC;Denominacao_da_linha;caracteristica
RAPIDO LUXO CAMPINAS LTDA;1;1;JUNDIAI - FRANCO DA ROCHA;Semiurbana
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;2;3;PEREIRA BARRETO - ILHA SOLTEIRA;Semiurbana
TRANSRAPIDO SÃO FRANCISCO LTDA;3;4;RIO GRANDE - JALES;Semiurbana
TRANSRAPIDO SÃO FRANCISCO LTDA;4;4;POPULINA - JALES;Semiurbana
TRANSRAPIDO SÃO FRANCISCO LTDA;5;4;POPULINA - JALES;Semiurbana
VIAÇÃO MOURÃO LTDA;6;3;LENCOIS PAULISTA - PEDERNEIRAS;Rodoviária Convencional
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;7;1;SOROCABA - BAIRRO DO CERCADO;Rodoviária Convencional
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;8;1;SALTO DE PIRAPORA - SOROCABA;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;9;2;ITAPETININGA - SARAPUI;Semiurbana
AUTO ÔNIBUS SÃO JOÃO LTDA;10;2;ABAITINGA - ITAPETININGA;Semiurbana
AUTO ÔNIBUS SÃO JOÃO LTDA;11;2;SOROCABA - BOITUVA;Semiurbana
AUTO ÔNIBUS SÃO JOÃO LTDA;12;2;PE DA SERRA - REGISTRO;Semiurbana
VIAÇÃO COMETA S/A;13;5;SAO MIGUEL ARCANJO - SOROCABA;Rodoviária Convencional
VIAÇÃO COMETA S/A;14;5;SOROCABA - CONCHAS;Rodoviária Convencional
VIAÇÃO GUAXUPE LTDA;15;1;MOCOCA - TAPIRATIBA;Rodoviária Convencional
VIAÇÃO COMETA S/A;16;5;SOROCABA - MONGAGUA;Rodoviária Litorânea
VIAÇÃO COMETA S/A;17;5;ITAPETININGA - PILAR DO SUL;Rodoviária Convencional
VIAÇÃO COMETA S/A;18;5;SALTO DE PIRAPORA - SARAPUI;Rodoviária Convencional
VIAÇÃO COMETA S/A;19;5;SOROCABA - PILAR DO SUL;Rodoviária Convencional
VIAÇÃO COMETA S/A;20;5;ITAPETININGA - SAO MIGUEL ARCANJO;Rodoviária Convencional
VIAÇÃO COMETA S/A;21;5;SOROCABA - LARANJAL PAULISTA;Rodoviária Convencional
VIAÇÃO COMETA S/A;22;5;SOROCABA - LARANJAL PAULISTA;Rodoviária Convencional
VIAÇÃO COMETA S/A;23;5;SAO MIGUEL ARCANJO - CAPAO BONITO;Rodoviária Convencional
VIAÇÃO COMETA S/A;24;5;SAO MIGUEL ARCANJO - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;25;1;ITAPETININGA - IGUAPE;Rodoviária Litorânea
AUTO ÔNIBUS SÃO JOÃO LTDA;26;2;SOROCABA - SALTO DE PIRAPORA;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;27;2;SOROCABA - REGISTRO;Rodoviária Convencional
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;28;1;JUQUIA - MIRACATU;Rodoviária Convencional
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;29;1;JUQUIA - SETE BARRAS;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;30;2;SOROCABA - PIEDADE;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;31;2;SOROCABA - PILAR DO SUL;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;32;2;TAPIRAI - PIEDADE;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;33;2;SOROCABA - PIEDADE;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;34;2;SOROCABA - TAPIRAI;Rodoviária Convencional
VIAÇÃO PIRACEMA DE TRANSPORTE LTDA;35;1;ITAPETININGA - REGISTRO;Rodoviária Convencional
AUTO ÔNIBUS SÃO JOÃO LTDA;36;2;SOROCABA - ILHA COMPRIDA;Rodoviária Litorânea
VB TRANSPORTES E TURISMO LTDA;37;1;IRACEMAPOLIS - LIMEIRA;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;38;1;SÃO PAULO (T.TIÊTE) - RIO CLARO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;39;1;IPEUNA - RIO CLARO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;40;1;LIMEIRA - RIO CLARO;Semiurbana
VB TRANSPORTES E TURISMO LTDA;41;1;LIMEIRA - CORDEIROPOLIS;Semiurbana
VB TRANSPORTES E TURISMO LTDA;42;1;PIRACICABA - IRACEMAPOLIS;Semiurbana
VB TRANSPORTES E TURISMO LTDA;43;1;IRACEMAPOLIS - LIMEIRA;Semiurbana
VB TRANSPORTES E TURISMO LTDA;44;1;PIRASSUNUNGA - ANALANDIA;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;45;1;SÃO PAULO (T.TIÊTE) - RIO CLARO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;46;1;AMERICANA - RIO CLARO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;47;1;CAMPINAS - RIO CLARO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;48;1;LIMEIRA - CORDEIROPOLIS;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;49;1;SÃO PAULO (T.TIÊTE) - RIO CLARO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;50;1;RIO CLARO - PRAIA GRANDE;Rodoviária Litorânea
VB TRANSPORTES E TURISMO LTDA;51;1;SOROCABA - JUNDIAI;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;52;1;SOROCABA - TIETE;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;53;1;SOROCABA - SAO ROQUE;Rodoviária Convencional
BREDA TRANSPORTES E SERVIÇOS S/A;54;5;SAO JOSE DOS CAMPOS - IGARATA;Semiurbana
BREDA TRANSPORTES E SERVIÇOS S/A;55;5;JACAREI - SANTA ISABEL;Semiurbana
BREDA TRANSPORTES E SERVIÇOS S/A;56;5;JACAREI - MOGI DAS CRUZES;Semiurbana
BREDA TRANSPORTES E SERVIÇOS S/A;57;5;JACAREI - IGARATA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;58;3;MOGI DAS CRUZES - NAZARE PAULISTA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;59;3;JACAREI - NAZARE PAULISTA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;60;3;MOGI DAS CRUZES - TERMINAL VISTA LINDA;Rodoviária Litorânea
VIAÇÃO PIRACICABANA S/A;61;3;FERRAZ DE VASCONCELOS - SAO SEBASTIAO(Rodoviária);Rodoviária Litorânea
VIAÇÃO PIRACICABANA S/A;62;3;ATIBAIA - SAO SEBASTIAO(Rodoviária);Rodoviária Convencional
JANDAIA TRANSPORTES E TURISMO LTDA;63;3;LUCELIA - MARTINOPOLIS;Semiurbana
VALLESUL TRANSPORTES E TURISMO LTDA;67;5;PEDRO DE TOLEDO - MIRACATU;Semiurbana
VIAÇÃO PIRACICABANA S/A;68;3;PIRACICABA - TORRINHA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;69;3;PIRACICABA - JAU;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;70;3;DOIS CORREGOS - BROTAS;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;71;1;BARRA DO CHAPEU(APIAI) - ITAPEVA;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;72;1;ITARARE - BOM SUCESSO DE ITARARE;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;74;1;SOROCABA - HOSPITAL PIRAPITINGUI;Semiurbana
RAPIDO LUXO CAMPINAS LTDA;75;1;ITU - MAIRINQUE;Semiurbana
RAPIDO LUXO CAMPINAS LTDA;76;1;SOROCABA - ITU;Semiurbana
RAPIDO LUXO CAMPINAS LTDA;77;1;SOROCABA - SAO ROQUE;Semiurbana
RAPIDO LUXO CAMPINAS LTDA;78;1;SOROCABA - SALTO;Semiurbana
RAPIDO LUXO CAMPINAS LTDA;79;1;SOROCABA - PIRACICABA;Rodoviária Convencional
EXPRESSO CIDADE NATUREZA TRANSPORTE LTDA;81;5;SAO JOSE DOS CAMPOS - BAIRRO CANELAR;Semiurbana
VIAÇÃO COMETA S/A;82;5;FRANCA - RIBEIRAO PRETO;Rodoviária Convencional
RAPIDO D OESTE LTDA;83;1;RIBEIRAO PRETO - PONTAL;Semiurbana
RAPIDO D OESTE LTDA;84;1;RIBEIRAO PRETO - SANTA CRUZ DAS POSSES;Semiurbana
RAPIDO D OESTE LTDA;85;1;VIRADOURO - RIBEIRAO PRETO;Semiurbana
RAPIDO D OESTE LTDA;86;1;VIRADOURO - BEBEDOURO;Semiurbana
RAPIDO D OESTE LTDA;87;1;TERRA ROXA - VIRADOURO;Semiurbana
RAPIDO D OESTE LTDA;88;1;RIBEIRAO PRETO - MORRO AGUDO;Semiurbana
RAPIDO D OESTE LTDA;89;1;PONTAL - MORRO AGUDO;Rodoviária Convencional
RAPIDO D OESTE LTDA;90;1;VIRADOURO - PITANGUEIRAS;Semiurbana
VIAÇÃO PARATY LTDA;91;4;JABOTICABAL - GUARIBA;Semiurbana
VIAÇÃO PARATY LTDA;92;4;GUARIBA - ARARAQUARA;Semiurbana
VIAÇÃO PARATY LTDA;93;4;JABOTICABAL - GUARIBA;Semiurbana
VIAÇÃO PARATY LTDA;94;4;ARARAQUARA - RINCAO;Semiurbana
VIAÇÃO PARATY LTDA;95;4;GUARIBA - SANTA ERNESTINA;Semiurbana
VIAÇÃO PARATY LTDA;96;4;MATAO - ARARAQUARA;Semiurbana
VIAÇÃO COMETA S/A;97;5;PIRACICABA - CAMPINAS;Rodoviária Convencional
VIAÇÃO COMETA S/A;98;5;AMERICANA - LIMEIRA;Rodoviária Convencional
VIAÇÃO COMETA S/A;99;5;PIRACICABA - PAULINIA;Rodoviária Convencional
VIAÇÃO COMETA S/A;100;5;AMERICANA - PIRACICABA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;101;3;MAIRINQUE - SAO PAULO;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;102;3;SAO ROQUE - OSASCO;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;103;3;SAO ROQUE - ITAPEVI;Semiurbana
VIAÇÃO PIRACICABANA S/A;104;3;SAO ROQUE - OSASCO;Semiurbana
VIAÇÃO PIRACICABANA S/A;105;3;SAO ROQUE - SAO PAULO;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;106;3;SAO ROQUE - COTIA;Semiurbana
VIAÇÃO PIRACICABANA S/A;107;3;SAO ROQUE - SAO PAULO;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;108;3;SAO ROQUE - SAO PAULO;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;109;3;SOROCABA - OSASCO;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;110;3;SAO ROQUE - VARGEM GRANDE PAULISTA;Semiurbana
VIAÇÃO PIRACICABANA S/A;111;3;SAO ROQUE - ITAPEVI;Semiurbana
VIAÇÃO PIRACICABANA S/A;112;3;SAO ROQUE - PIR..B.JESUS(CAMP.GAIVOTA;Semiurbana
EXPRESSO ITAMARATI S/A;113;4;BARRETOS - RIOLANDIA;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;114;4;OLIMPIA - RIOLANDIA;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;115;4;SAO JOSE DO RIO PRETO - ICEM;Semiurbana
EXPRESSO ITAMARATI S/A;116;4;SAO JOSE DO RIO PRETO - NOVA GRANADA;Semiurbana
EXPRESSO ITAMARATI S/A;117;4;OLIMPIA - GUARACI;Semiurbana
EXPRESSO ITAMARATI S/A;118;4;BARRETOS - RIOLANDIA;Rodoviária Convencional
TRANSRAPIDO SÃO FRANCISCO LTDA;119;4;PALESTINA - SAO JOSE DO RIO PRETO;Semiurbana
TRANSRAPIDO SÃO FRANCISCO LTDA;121;4;SAO JOSE DO RIO PRETO - DUPLO CEU;Rodoviária Convencional
VIAÇÃO COMETA S/A;124;5;RIOLANDIA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
VIAÇÃO COMETA S/A;125;5;RIOLANDIA - SAO JOSE DO RIO PRETO;Rodoviária Convencional
VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;126;1;PIRACICABA - RIBEIRAO PRETO;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;203;1;ITAPEVI - ARAÇARIGUAMA;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;206;1;COTIA - SAO ROQUE;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;210;1;VARGEM GRANDE PAULISTA - SAO ROQUE;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;211;1;ITAPEVI - SAO ROQUE;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;212;1;PIRAPORA DO BOM JESUS - SAO ROQUE;Semiurbana
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;280;3;PEREIRA BARRETO - DRACENA;Rodoviária Convencional
VIAÇÃO PARATY LTDA;300;4;JAU - BORACEIA;Rodoviária Convencional
VIAÇÃO PARATY LTDA;301;4;JAU - DOIS CORREGOS;Rodoviária Convencional
VIAÇÃO PARATY LTDA;302;4;GUARAPUA - DOIS CORREGOS;Rodoviária Convencional
VIAÇÃO PARATY LTDA;303;4;BARRA BONITA - DOIS CORREGOS;Rodoviária Convencional
VIAÇÃO PARATY LTDA;304;4;JAU - ITAPUI;Rodoviária Convencional
DAIANE GONCALVES DE LIMA LTDA;305;2;PRAÇA CENTRAL - PRAÇA MATRIZ;Rodoviária Convencional
VIAÇÃO VALE DO TIETE LTDA;395;2;ITU - JUNDIAI;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;400;4;TAIACU - JABOTICABAL;Semiurbana
VIAÇÃO SANTA CRUZ LTDA;411;1;ITAPIRA - MOGI GUACU;Rodoviária Convencional
VIAÇÃO MOURÃO LTDA;491;3;SOROCABA - CAMPINAS;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;501;5;PINDAMONHANGABA - TAUBATE;Rodoviária Convencional
VIAÇÃO VALE DO TIETE LTDA;511;2;SALTO - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
EXPRESSO ITAMARATI S/A;577;4;SAO JOSE DO RIO PRETO - NHANDEARA;Semiurbana
VIAÇÃO COMETA S/A;607;5;SÃO PAULO(BARRA FUNDA) - SOROCABA;Rodoviária Convencional
VIAÇÃO VALE DO TIETE LTDA;630;2;SÃO PAULO(BARRA FUNDA) - BOTUCATU;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;695;5;APARECIDA - CRUZEIRO;Rodoviária Convencional
VIAÇÃO COMETA S/A;728;5;SÃO PAULO (T.TIÊTE) - CAMPINAS;Rodoviária Convencional
VIAÇÃO COMETA S/A;737;5;SÃO PAULO(BARRA FUNDA) - ITAPETININGA;Rodoviária Convencional
VIAÇÃO COMETA S/A;770;5;SÃO PAULO (T.TIÊTE) - AGUAS DA PRATA;Rodoviária Convencional
VIAÇÃO COMETA S/A;828;5;SAO PAULO - FRANCA;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;833;1;COLINA - BARRETOS;Semiurbana
EXPRESSO ITAMARATI S/A;872;4;SAO JOSE DO RIO PRETO - UCHOA;Semiurbana
EXPRESSO ITAMARATI S/A;935;4;SAO JOSE DO RIO PRETO - ILHA SOLTEIRA;Rodoviária Convencional
BREDA SOROCABA TRANSPORTES E TUR. LTDA;951;2;ITAPETININGA - IGUAPE;Rodoviária Litorânea
VIAÇÃO VALE DO TIETE LTDA;968;2;CABREUVA(B.JACARE) - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional
VIAÇÃO LIRA LTDA;989;1;CAMPINAS - ELIAS FAUSTO;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;990;1;CAMPINAS - GUARULHOS(AER.INT.CUMBICA;Rodoviária Convencional
ELUX S.S. EXPRESSO LUXO SAO PAULO SANTOS LTDA;994;5;SAO PAULO(T.JABAQUARA) - SANTOS(PONTA DA PRAIA);Rodoviária Litorânea
ULTRA S/A - TRANSPORTES INTERURBANOS;1025;5;SAO PAULO(T.JABAQUARA) - SAO VICENTE;Rodoviária Litorânea
VIAÇÃO COMETA S/A;1088;5;SÃO PAULO (T.TIÊTE) - JUNDIAI;Rodoviária Convencional
EXPRESSO ITAMARATI S/A;1237;4;SAO JOSE DO RIO PRETO - NOVO HORIZONTE;Semiurbana
VIAÇÃO COMETA S/A;1384;5;SÃO PAULO(BARRA FUNDA) - SAO JOSE DO RIO PRETO;Rodoviária Convencional
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;1804;3;ANDRADINA - ILHA SOLTEIRA;Semiurbana
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;1807;3;BAURU - ARACATUBA;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;1839;3;SÃO PAULO(BARRA FUNDA) - OURINHOS;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;1977;3;BAURU - OURINHOS;Rodoviária Convencional
SANTA BRANCA TRANSPORTES LTDA;2063;5;SANTA BRANCA - JACAREI;Semiurbana
VIAÇÃO ITAQUERI LTDA;2090;1;PIRACICABA - USINA COSTA PINTO;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;2170;1;BRAGANCA PAULISTA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;2240;3;ALVILANDIA - MARILIA(TRP-VELHO);Semiurbana
TRANSRAPIDO SÃO FRANCISCO LTDA;2323;4;PAULO DE FARIA - VOTUPORANGA;Rodoviária Convencional
VIAÇÃO SANTA CRUZ LTDA;2401;1;OSASCO - CAMPINAS;Rodoviária Convencional
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;2437;3;BAURU - PIRATININGA;Semiurbana
PLENA TRANSPORTES LTDA ME;2451;4;JAU - BOTUCATU;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;2457;1;SÃO PAULO (T.TIÊTE) - SANTA RITA DO P.QUATRO;Rodoviária Convencional
CRISTALENSE TRANSPORTES E TURISMO LTDA;2480;1;FRANCA - JERIQUARA;Semiurbana
VB TRANSPORTES E TURISMO LTDA;2670;1;CAPIVARI - SANTA BARBARA DOESTE;Rodoviária Convencional
CRISTALENSE TRANSPORTES E TURISMO LTDA;2712;1;FRANCA - USINA DO ESTREITO;Semiurbana
VIAÇÃO SÃO RAPHAEL LTDA;2731;4;PALESTINA - SAO JOSE DO RIO PRETO;Semiurbana
VIAÇÃO SANTA CRUZ LTDA;2741;1;AGUAI - SAO JOAO DA BOA VISTA;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;2749;1;CAJURU - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
VIAÇÃO COMETA S/A;2767;5;SAO CAETANO DO SUL - P.GRANDE(V.MIRIM);Rodoviária Litorânea
EMPRESA DE AUTO ÔNIBUS SANTA RITA LTDA;2870;4;FERNANDOPOLIS - POPULINA;Semiurbana
CRISTALENSE TRANSPORTES E TURISMO LTDA;3076;1;FRANCA - ITIRAPUA;Semiurbana
VIAÇÃO NOSSA SENHORA DA PONTE LTDA;3164;2;SOROCABA - JUNDIAI;Rodoviária Convencional
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;3256;1;PONTAL - RIBEIRAO PRETO;Semiurbana
EMPRESA PRINCESA DO NORTE S/A;3321;3;OURINHOS - SANTA CRUZ RIO PARDO;Semiurbana
AUTO ÔNIBUS DEL OESTE LTDA - EPP;3323;3;PIRAJU - TIMBURI;Semiurbana
EMPRESA PRINCESA DO NORTE S/A;3325;3;OURINHOS - PIRAJU;Rodoviária Convencional
RODOVIÁRIO IBITINGUENSE LTDA;3333;3;BAURU - IBITINGA;Rodoviária Convencional
RODOVIÁRIO IBITINGUENSE LTDA;3334;3;BAURU - RIBEIRAO PRETO;Rodoviária Convencional
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3345;3;ARACATUBA - SAO JOSE DO RIO PRETO;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;3353;3;SAO PEDRO - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;3408;1;JUNDIAI - ITUPEVA;Semiurbana
EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3432;3;CAMPINAS - ARACATUBA;Rodoviária Convencional
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;3434;1;SANTA CRUZ DAS POSSES - RIBEIRAO PRETO;Semiurbana
VB TRANSPORTES E TURISMO LTDA;3461;1;BOTUCATU - CAMPINAS;Rodoviária Convencional
AGOSUZI TRANSPORTES LTDA;3468;3;PENAPOLIS - SALTO AVANHANDAVA;Semiurbana
VIAÇÃO LIRA LTDA;3688;1;CAMPINAS - JUNDIAI;Rodoviária Convencional
VIAÇÃO ATIBAIA SÃO PAULO LTDA;3744;1;JOANOPOLIS - BRAGANCA PAULISTA;Rodoviária Convencional
VIAÇÃO ATIBAIA SÃO PAULO LTDA;3747;1;PIRACAIA - BRAGANCA PAULISTA;Rodoviária Convencional
VIAÇÃO ATIBAIA SÃO PAULO LTDA;3778;1;ATIBAIA - JUNDIAI;Semiurbana
VIAÇÃO DANUBIO AZUL LTDA;3785;1;CAJURU - SANTA ROSA DO VITERBO;Rodoviária Convencional
TRANSRAPIDO SÃO FRANCISCO LTDA;3807;4;MACAUBAL - VOTUPORANGA;Semiurbana
VB TRANSPORTES E TURISMO LTDA;3809;1;MONTE MOR - CAPIVARI;Rodoviária Convencional
EMPRESA RODOVIARIA PIRACICABANA LTDA;3836;1;CAMPINAS - ITATIBA;Semiurbana
DICESA TRANSPORTE DE PASSAGEIROS LTDA;3866;4;NOVA GRANADA - OLIMPIA;Rodoviária Convencional
RAPIDO LUXO CAMPINAS LTDA;3882;1;BOTUCATU - BOFETE;Rodoviária Convencional
VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;3892;1;PORTO FERREIRA - DESCALVADO;Rodoviária Convencional
EMPRESA DE AUTO ÔNIBUS SANTA RITA LTDA;3904;4;CARDOSO - FERNANDOPOLIS;Semiurbana
EXPRESSO ITAMARATI S/A;3931;4;SAO JOSE DO RIO PRETO - SANTA FE DO SUL;Rodoviária Convencional
AUTO VIAÇÃO BRAGANCA LTDA;3966;1;BRAGANCA PAULISTA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
TRANSPORTES E TURISMO EROLES LTDA;3975;5;MOGI DAS CRUZES - MINERACAO G.DO BRASIL;Rodoviária Litorânea
EMPRESA RODOVIARIA PIRACICABANA LTDA;3984;1;SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA;Rodoviária Convencional
EMPRESA PRINCESA DO NORTE S/A;4025;3;OURINHOS - SAO BERNARDO DO CAMPO;Rodoviária Convencional
EMPRESA DE ÔNIBUS TABAPUA LTDA;4036;4;TABAPUA - OLIMPIA;Semiurbana
EMPRESA DE AUTO ÔNIBUS SANTA RITA LTDA;4038;4;FERNANDOPOLIS - INDIAPORA;Semiurbana
TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;4040;2;SAO PAULO - ITARARE;Rodoviária Convencional
VIAÇÃO MACIR RAMAZINI TURISMO LTDA;4051;1;VIRADOURO - RIBEIRAO PRETO;Semiurbana
EMPRESA RODOVIARIA PIRACICABANA LTDA;4053;1;BRAGANCA PAULISTA - JUNDIAI;Semiurbana
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4064;5;GUARATINGUETA - ROSEIRA;Semiurbana
TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;4078;2;SÃO PAULO(BARRA FUNDA) - APIAI;Rodoviária Convencional
VIAÇÃO GUAXUPE LTDA;4103;1;CACONDE - SAO JOAO DA BOA VISTA;Rodoviária Convencional
GUERINO SEISCENTO TRANSPORTES S/A;4140;3;BIRIGUI - ARACATUBA;Semiurbana
PLENA TRANSPORTES LTDA ME;4147;4;JAU - ITAPOLIS;Rodoviária Convencional
TRANSPORTADORA TUR.MONTE ALEGRE LTDA;4218;1;PIRACICABA - TORRINHA;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;4246;1;OLIMPIA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional
EMPRESA DE TRANSPORTES ANDORINHA S/A;4262;3;PRESIDENTE PRUDENTE - BAURU;Rodoviária Convencional
TRANSRAPIDO SÃO FRANCISCO LTDA;4268;4;CARDOSO - VOTUPORANGA;Rodoviária Convencional
LITORANEA TRANSPORTES COLETIVOS S/A;4288;5;SAO SEBASTIAO - TAUBATE;Rodoviária Litorânea
RAPIDO LUXO CAMPINAS LTDA;4291;1;JUNDIAI - CABREÚVA(PINHAL);Semiurbana
RODOVIÁRIO E TURISMO SÃO JOSÉ LTDA;4300;5;PINDAMONHANGABA - UBATUBA;Rodoviária Litorânea
RODOVIÁRIO E TURISMO SÃO JOSÉ LTDA;4301;5;TAUBATE - LAGOINHA;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4302;5;SÃO PAULO (T.TIÊTE) - SAO SEBASTIAO;Rodoviária Litorânea
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4303;5;SÃO PAULO (T.TIÊTE) - UBATUBA;Rodoviária Litorânea
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4311;5;CARAGUATATUBA - SÃO PAULO (T.TIÊTE);Rodoviária Litorânea
VIAÇÃO SANTA CRUZ LTDA;4317;1;SÃO PAULO (T.TIÊTE) - SAO JOSE DO RIO PARDO;Rodoviária Convencional
VIAÇÃO SANTA CRUZ LTDA;4319;1;SÃO PAULO (T.TIÊTE) - MOCOCA;Rodoviária Convencional
VIAÇÃO DANUBIO AZUL LTDA;4352;1;SANTA RITA DO P.QUATRO - PORTO FERREIRA;Rodoviária Convencional
VB TRANSPORTES E TURISMO LTDA;4355;1;CAMPINAS - ITAPETININGA;Rodoviária Convencional
VIAÇÃO SANTA CRUZ LTDA;4359;1;SÃO PAULO (T.TIÊTE) - TAPIRATIBA;Rodoviária Convencional
VIAÇÃO PIRACICABANA S/A;4361;3;SÃO PAULO (T.TIÊTE) - SAO PEDRO;Rodoviária Convencional
VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;4364;3;ARACATUBA - DRACENA;Rodoviária Convencional
VIAÇÃO SANTA CRUZ LTDA;4384;1;CAMPINAS - MOGI GUACU;Rodoviária Convencional
TRANSRAPIDO SÃO FRANCISCO LTDA;4390;4;COSMORAMA - SAO JOSE DO RIO PRETO;Semiurbana
VIAÇÃO PIRACICABANA S/A;4396;3;MARILIA - BOTUCATU;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4421;5;SÃO PAULO (T.TIÊTE) - JACAREI;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4422;5;SÃO PAULO (T.TIÊTE) - JACAREI;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4424;5;SÃO PAULO (T.TIÊTE) - SAO JOSE DOS CAMPOS;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4425;5;SÃO PAULO (T.TIÊTE) - CACAPAVA;Rodoviária Convencional
EMPRESA DE ÔNIBUS PASSARO MARRON S/A;4427;5;SÃO PAULO (T.TIÊTE) - TREMEMBE;Rodoviária Convencional
